Accession	Gene_name	Protein_name
Q9EQJ0-1	Tpcn1 	Two pore calcium channel protein 1
Q9EQK1	NA	Isocitrate dehydrogenase [NADP], mitochondrial
Q9EQK5	Mvp	Major vault protein
Q9EQP2	Ehd4;Past2	EH domain-containing protein 4
Q9EQS3	Mycbp;Amy1	C-Myc-binding protein
Q9ER00	Stx12	Syntaxin-12
Q9ER34	Aco2	Aconitate hydratase, mitochondrial
Q9ER62-2	Tnfrsf22	Isoform 2 of Tumor necrosis factor receptor superfamily member 22
Q9ERB0	Snap29	Synaptosomal-associated protein 29
Q9ERB6	NA	Unconventional myosin-Ic
Q9ERC8	Dscam	Down syndrome cell adhesion molecule homolog
Q9ERD7	Tubb3	Tubulin beta-3 chain
Q9ERK4	Cse1l;Xpo2	Exportin-2
Q9ERN0	Scamp2	Secretory carrier-associated membrane protein 2
Q9ERS2	Ndufa13;Grim19	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
Q9ES28-8	Arhgef7	Isoform H of Rho guanine nucleotide exchange factor 7
Q9ES94	Ctsz	Cathepsin Z
Q9ES97	Rtn3	Reticulon-3
Q9ES97-3	Rtn3	Isoform 3 of Reticulon-3
Q9ES97-5	Rtn3	Isoform 5 of Reticulon-3
Q9ESD7	Dysf;Fer1l1	Dysferlin
Q9ESI7	Dcx	Neuronal migration protein doublecortin
Q9ESJ4	Nckipsd;Spin90;Wasbp	NCK-interacting protein with SH3 domain
Q9ESM3	Hapln2;Bral1	Hyaluronan and proteoglycan link protein 2
Q9ESM6	Gdpd2;Gde3;Obdpf	Glycerophosphoinositol inositolphosphodiesterase GDPD2
Q9ESQ7	Psd;Efa6;Psd1	PH and SEC7 domain-containing protein 1
Q9ESU7	Slc1a5;mCG_2082	Neutral amino acid transporter ASCT2
Q9ESV1	Luzp1;Luzp	Leucine zipper protein 1
Q9ESX5	Dkc1	H/ACA ribonucleoprotein complex subunit 4
Q9ESZ8-5	Gtf2i	Isoform 5 of General transcription factor II-I
Q9ET47	Espn	Espin
Q9ET78	Jph2;Jp2	Junctophilin-2
Q9H553	ALG2;UNQ666/PRO1298	Alpha-1,3/1,6-mannosyltransferase ALG2
Q9JHE6	Hes6	Transcription cofactor HES-6
Q9JHG6-2	Rcan1	Isoform B of Calcipressin-1
Q9JHJ0	Tmod3	Tropomodulin-3
Q9JHL0	Lat2;Lab;Ntal;Wbscr15;Wbscr5	Linker for activation of T-cells family member 2
Q9JHS3	Lamtor2;Mapbpip;Robld3	Ragulator complex protein LAMTOR2
Q9JHU3	Cdk20;Ccrk;Cdch	Cyclin-dependent kinase 20
Q9JHU4	Dync1h1;Dhc1;Dnch1;Dnchc1;Dyhc	Cytoplasmic dynein 1 heavy chain 1
Q9JHZ2	Ankh;Ank	Progressive ankylosis protein
Q9JI91	Actn2	Alpha-actinin-2
Q9JIA1	Lgi1	Leucine-rich glioma-inactivated protein 1
Q9JIF7	Copb1;Copb	Coatomer subunit beta
Q9JIG8	Praf2;DXImx39e	PRA1 family protein 2
Q9JIL9	Nbn;Nbs1	Nibrin
Q9JIM1-2	Slc29a1	Isoform 2 of Equilibrative nucleoside transporter 1
Q9JIR4	Rims1;Rim1	Regulating synaptic membrane exocytosis protein 1
Q9JIS1	Rims2;Rim2	Regulating synaptic membrane exocytosis protein 2
Q9JIS5	Sv2a;Kiaa0736;Sv2	Synaptic vesicle glycoprotein 2A
Q9JIS8	Slc12a4;Kcc1	Solute carrier family 12 member 4
Q9JIW9	Ralb	Ras-related protein Ral-B
Q9JIZ9	Plscr3	Phospholipid scramblase 3
Q9JJ00	Plscr1;Tra1b;Tras1	Phospholipid scramblase 1
Q9JJ06	C1galt1;Plt1	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
Q9JJ79	Dync2h1;Dhc1b;Dlp4;Dnch2;Dnchc2	Cytoplasmic dynein 2 heavy chain 1
Q9JJE7	Fads3;MNCb-0629	Fatty acid desaturase 3
Q9JJF9	Sppl2a;Imp3;Psl2;MNCb-3763	Signal peptide peptidase-like 2A
Q9JJG6-1	Tmem47 	Transmembrane protein 47
Q9JJG9	Noa1;MNCb-4931	Nitric oxide-associated protein 1
Q9JJI8	Rpl38	60S ribosomal protein L38
Q9JJU8	Sh3bgrl	SH3 domain-binding glutamic acid-rich-like protein
Q9JJV2	Pfn2	Profilin-2
Q9JJX5	NA	P2X purinoceptor 4
Q9JKB3-2	Ybx3	Isoform 2 of Y-box-binding protein 3
Q9JKF1	Iqgap1	Ras GTPase-activating-like protein IQGAP1
Q9JKK1	Stx6	Syntaxin-6
Q9JKK1-2	Stx6	Isoform 2 of Syntaxin-6
Q9JKK8	Atr;Kiaa4069	Serine/threonine-protein kinase ATR
Q9JKR6	Hyou1;Grp170	Hypoxia up-regulated protein 1
Q9JKW0	Arl6ip1;Arl6ip	ADP-ribosylation factor-like protein 6-interacting protein 1
Q9JL12	Tcirg1	Vacuolar proton-translocating ATPase 100 kDa subunit isoform a3
Q9JL15	Lgals8	Galectin-8
Q9JL25	Rgs1	Regulator of G-protein signaling 1
Q9JL26	Fmnl1;Frl	Formin-like protein 1
Q9JL26-2	Fmnl1	Isoform 2 of Formin-like protein 1
Q9JL62	Gltp	Glycolipid transfer protein
Q9JL97	Cp	GPI-anchored ceruloplasmin
Q9JLB0	Mpp6;Dlgh4;Pals2	MAGUK p55 subfamily member 6
Q9JLC8	Sacs;Kiaa0730	Sacsin
Q9JLJ5	Elovl1;Ssc1	Elongation of very long chain fatty acids protein 1
Q9JLL0	Crim1	Cysteine-rich motor neuron 1 protein
Q9JLR9	Higd1a;Hig1	HIG1 domain family member 1A, mitochondrial
Q9JLU4	Shank3;Prosap2	SH3 and multiple ankyrin repeat domains protein 3
Q9JLV5	Cul3	Cullin-3
Q9JLX9	Actb	Beta actin
Q9JLZ3	Auh	Methylglutaconyl-CoA hydratase, mitochondrial
Q9JM51	Ptges;Pges	Prostaglandin E synthase
Q9JM63	Kcnj10	ATP-sensitive inward rectifier potassium channel 10
Q9JM76	Arpc3	Actin-related protein 2/3 complex subunit 3
Q9JMB0	Gkap1;Gkap42	G kinase-anchoring protein 1
Q9JMB2	NA	Type II brain 4.1 minor isoform
Q9JMB3	Epb41l3;Epb4.1l3;rCG_35644	Erythrocyte protein band 4.1-like 3, isoform CRA_d
Q9JMB8	Cntn6	Contactin-6
Q9JMG1	Edf1	Endothelial differentiation-related factor 1
Q9JMH7	Neu3	Sialidase-3
Q9JMH9-5	Myo18a	Isoform 5 of Unconventional myosin-XVIIIa
Q9JMI7	Tex101	Testis-expressed sequence 101 protein
Q9NP58	ABCB6;MTABC3;PRP;UMAT	ATP-binding cassette sub-family B member 6, mitochondrial
Q9NP92	MRPS30;PDCD9;BM-047	28S ribosomal protein S30, mitochondrial
Q9NQC3	RTN4;KIAA0886;NOGO;My043;SP1507	Reticulon-4
Q9NRW7	VPS45;VPS45A;VPS45B	Vacuolar protein sorting-associated protein 45
Q9NVH1	DNAJC11	DnaJ homolog subfamily C member 11
Q9NX47	MARCH5;RNF153	E3 ubiquitin-protein ligase MARCH5
Q9NX63	CHCHD3;MINOS3	Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial
Q9NYU2	UGGT1;GT;UGCGL1;UGGT;UGT1;UGTR	UDP-glucose:glycoprotein glucosyltransferase 1
Q9P015	MRPL15;HSPC145	39S ribosomal protein L15, mitochondrial
Q9P0L0	VAPA;VAP33	Vesicle-associated membrane protein-associated protein A
Q9P2R7	SUCLA2	Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial
Q9QUI0	Rhoa;Arha;Arha2	Transforming protein RhoA
Q9QUJ7	Acsl4;Acs4;Facl4	Long-chain-fatty-acid--CoA ligase 4
Q9QUJ7-2	Acsl4	Isoform Short of Long-chain-fatty-acid--CoA ligase 4
Q9QUL6	Nsf;Erg1	Vesicle-fusing ATPase
Q9QUN7	Tlr2	Toll-like receptor 2
Q9QUR2	Dctn4	Dynactin subunit 4
Q9QX11-2	Cyth1	Isoform 2 of Cytohesin-1
Q9QXL2	Kif21a;Kiaa1708	Kinesin-like protein KIF21A
Q9QXL7	Nme7	Nucleoside diphosphate kinase 7
Q9QXN3-2	Trip4	Isoform 2 of Activating signal cointegrator 1
Q9QXS1	Plec;Plec1	Plectin
Q9QXS1-15	Plec	Isoform PLEC-1H of Plectin
Q9QXS1-2	Plec	Isoform PLEC-1 of Plectin
Q9QXS6-2	Dbn1	Isoform A2 of Drebrin
Q9QXS6-3	Dbn1	Isoform E2 of Drebrin
Q9QXU8	Dync1li1;Dncli1	Cytoplasmic dynein 1 light intermediate chain 1
Q9QXX4	Slc25a13;Aralar2	Calcium-binding mitochondrial carrier protein Aralar2
Q9QXZ0-2	Macf1	Isoform 2 of Microtubule-actin cross-linking factor 1
Q9QY30	Abcb11;Bsep;Spgp	Bile salt export pump
Q9QY76	Vapb	Vesicle-associated membrane protein-associated protein B
Q9QYA2	Tomm40;Mom35;Tom40	Mitochondrial import receptor subunit TOM40 homolog
Q9QYB1	Clic4	Chloride intracellular channel protein 4
Q9QYC7	Ggcx	Vitamin K-dependent gamma-carboxylase
Q9QYF1	Rdh11;Arsdr1;Mdt1;Psdr1	Retinol dehydrogenase 11
Q9QYG0	Ndrg2;Kiaa1248;Ndr2	Protein NDRG2
Q9QYJ0	Dnaja2	DnaJ homolog subfamily A member 2
Q9QYJ2	Rasa3	Ras GTPase-activating protein 3
Q9QZ06	Tollip	Toll-interacting protein
Q9QZB0	Rgs17;Rgsz2	Regulator of G-protein signaling 17
Q9QZD9	Eif3i;Eif3s2;Trip1	Eukaryotic translation initiation factor 3 subunit I
Q9QZE5	Copg1;Copg	Coatomer subunit gamma-1
Q9QZF2	Gpc1	Glypican-1
Q9QZI8	Serinc1;Aigp2;Tde1l;Tde2;Tms2	Serine incorporator 1
Q9QZI9	Serinc3;Aigp1;Diff33;Tde1;Tms1	Serine incorporator 3
Q9QZJ7	NA	Septin-9
Q9QZM0	Ubqln2;Plic2	Ubiquilin-2
Q9QZQ8	H2afy	Core histone macro-H2A.1
Q9QZS0	Col4a3	Collagen alpha-3 chain
Q9QZW0	Atp11c	Phospholipid-transporting ATPase 11C
Q9QZW0-2	Atp11c	Isoform 2 of Phospholipid-transporting ATPase 11C
Q9R080	Gpsm1;Ags3	G-protein-signaling modulator 1
Q9R087	Gpc6	Glypican-6
Q9R099	Tbl2	Transducin beta-like protein 2
Q9R0A0	Pex14	Peroxisomal membrane protein PEX14
Q9R0A5	Nek3	Serine/threonine-protein kinase Nek3
Q9R0K7	Atp2b2;Pmca2	Plasma membrane calcium-transporting ATPase 2
Q9R0L3	NA	Cullin-associated NEDD8-dissociated protein 2
Q9R0M6	Rab9a;Rab9;Sid99	Ras-related protein Rab-9A
Q9R0N0	Galk1;Galk;Glk	Galactokinase
Q9R0N7	Syt7	Synaptotagmin-7
Q9R0P5	Dstn;Dsn;Sid23	Destrin
Q9R0P9	Uchl1	Ubiquitin carboxyl-terminal hydrolase isozyme L1
Q9R0Y5	Ak1	Adenylate kinase isoenzyme 1
Q9R0Y5-1	Ak1 	Adenylate kinase isoenzyme 1
Q9R112	Sqrdl	Sulfide:quinone oxidoreductase, mitochondrial
Q9R160	Adam24	Disintegrin and metalloproteinase domain-containing protein 24
Q9R1J0	Nsdhl	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating
Q9R1P1	Psmb3	Proteasome subunit beta type-3
Q9R1P3	Psmb2	Proteasome subunit beta type-2
Q9R1P4	Psma1	Proteasome subunit alpha type-1
Q9R1Q6	Tmem176b;Clast1;Lr8	Transmembrane protein 176B
Q9R1Q7	Plp2	Proteolipid protein 2
Q9R1Q8	Tagln3;Np25	Transgelin-3
Q9R1Q9	Atp6ap1;Atp6ip1;Atp6s1	V-type proton ATPase subunit S1
Q9R1R4	Tdrd7;Pctaire2bp	Tudor domain-containing protein 7
Q9R1T4	Sept6;Kiaa0128	Septin-6
Q9R1T7	Icos;Ailim	Inducible T-cell costimulator
Q9R1V6	Adam22	Disintegrin and metalloproteinase domain-containing protein 22
Q9R1V7	Adam23;Mdc3	Disintegrin and metalloproteinase domain-containing protein 23
Q9R1X5	Abcc5;Abcc5a;Mrp5	Multidrug resistance-associated protein 5
Q9R233-2	Tapbp	Isoform Short of Tapasin
Q9UBS4	DNAJB11;EDJ;ERJ3;HDJ9;PSEC0121;UNQ537/PRO1080	DnaJ homolog subfamily B member 11
Q9UBX3	SLC25A10;DIC	Mitochondrial dicarboxylate carrier
Q9UGP8	SEC63;SEC63L	Translocation protein SEC63 homolog
Q9UJ14	GGT7;GGTL3;GGTL5	Gamma-glutamyltransferase 7
Q9UJZ1	STOML2;SLP2;HSPC108	Stomatin-like protein 2, mitochondrial
Q9ULD0	OGDHL;KIAA1290	2-oxoglutarate dehydrogenase-like, mitochondrial
Q9WTI7	Myo1c	Unconventional myosin-Ic
Q9WTI7-2	Myo1c	Isoform 2 of Unconventional myosin-Ic
Q9WTI7-3	Myo1c	Isoform 3 of Unconventional myosin-Ic
Q9WTK3	Gpaa1;Gaa1	Glycosylphosphatidylinositol anchor attachment 1 protein
Q9WTQ8	Timm23;Tim23	Mitochondrial import inner membrane translocase subunit Tim23
Q9WTR1	Trpv2;Grc	Transient receptor potential cation channel subfamily V member 2
Q9WTR5	Cdh13	Cadherin-13
Q9WTS2	Fut8	Alpha-(1,6)-fucosyltransferase
Q9WTT2	Clpb;Skd3	Caseinolytic peptidase B protein homolog
Q9WTX5	Skp1;Skp1a	S-phase kinase-associated protein 1
Q9WTX8-2	Mad1l1	Isoform 2 of Mitotic spindle assembly checkpoint protein MAD1
Q9WU78	Pdcd6ip;Aip1;Alix	Programmed cell death 6-interacting protein
Q9WU81	Slc37a2;Ci2;Spx2	Sugar phosphate exchanger 2
Q9WUA3-1	Pfkp 	ATP-dependent 6-phosphofructokinase, platelet type
Q9WUB3	Pygm	Glycogen phosphorylase, muscle form
Q9WUC3	Ly6h	Lymphocyte antigen 6H
Q9WUD1	Stub1;Chip	STIP1 homology and U box-containing protein 1
Q9WUD9	Src	Proto-oncogene tyrosine-protein kinase Src
Q9WUE3	Cyb561d2;101f6	Cytochrome b561 domain-containing protein 2
Q9WUH1	Tmem115;Pl6	Transmembrane protein 115
Q9WUK2-2	Eif4h	Isoform Short of Eukaryotic translation initiation factor 4H
Q9WUM3	Coro1b	Coronin-1B
Q9WUM4	Coro1c	Coronin-1C
Q9WV27	Atp1a4;Atp1al2	Sodium/potassium-transporting ATPase subunit alpha-4
Q9WV38	Slc2a5;Glut5	Solute carrier family 2, facilitated glucose transporter member 5
Q9WV54	Asah1;Asah	Acid ceramidase
Q9WV55	Vapa;Vap33	Vesicle-associated membrane protein-associated protein A
Q9WV92	Epb41l3;Dal1;Epb4.1l3;Kiaa0987	Band 4.1-like protein 3
Q9WV92-7	Epb41l3	Isoform 7 of Band 4.1-like protein 3
Q9WVA4	Tagln2;Kiaa0120	Transgelin-2
Q9WVB4	Slit3	Slit homolog 3 protein
Q9WVC3	Cav2	Caveolin-2
Q9WVD4	Clcn5;Clc5	H(+)/Cl(-) exchange transporter 5
Q9WVE8	Pacsin2	Protein kinase C and casein kinase substrate in neurons protein 2
Q9WVK4	Ehd1;Past1	EH domain-containing protein 1
Q9WVL3	Slc12a7;Kcc4	Solute carrier family 12 member 7
Q9WVM1	Racgap1;Mgcracgap	Rac GTPase-activating protein 1
Q9WVT6	Ca14;Car14;Catm	Carbonic anhydrase 14
Q9Y2Z4	YARS2;CGI-04	Tyrosine--tRNA ligase, mitochondrial
Q9Y320	TMX2;TXNDC14;CGI-31;My009;PIG26;PSEC0045;UNQ237/PRO270	Thioredoxin-related transmembrane protein 2
Q9Y3B7	MRPL11;CGI-113	39S ribosomal protein L11, mitochondrial
Q9Y3E5	PTRH2;BIT1;PTH2;CGI-147	Peptidyl-tRNA hydrolase 2, mitochondrial
Q9Y4L1	HYOU1;GRP170;ORP150	Hypoxia up-regulated protein 1
Q9Y4W6	AFG3L2	AFG3-like protein 2
Q9Y512	SAMM50;SAM50;CGI-51;TRG3	Sorting and assembly machinery component 50 homolog
Q9Y5S1	TRPV2;VRL	Transient receptor potential cation channel subfamily V member 2
Q9Y6C9	MTCH2;MIMP;HSPC032	Mitochondrial carrier homolog 2
Q9Z0H8-2	Clip2	Isoform 2 of CAP-Gly domain-containing linker protein 2
Q9Z0K8	Vnn1	Pantetheinase
Q9Z0N1	Eif2s3x	Eukaryotic translation initiation factor 2 subunit 3, X-linked
Q9Z0P4	Palm	Paralemmin-1
Q9Z0P4-1	Palm 	Paralemmin-1
Q9Z0P4-2	Palm	Isoform 2 of Paralemmin-1
Q9Z0R4-1	Itsn1 	Intersectin-1
Q9Z0U1	Tjp2;Zo2	Tight junction protein ZO-2
Q9Z0V7	Timm17b;Tim17b	Mitochondrial import inner membrane translocase subunit Tim17-B
Q9Z110-2	Aldh18a1	Isoform Short of Delta-1-pyrroline-5-carboxylate synthase
Q9Z127	Slc7a5;Lat1	Large neutral amino acids transporter small subunit 1
Q9Z130	Hnrnpdl;Hnrpdl;Jktbp	Heterogeneous nuclear ribonucleoprotein D-like
Q9Z1D1	Eif3g;Eif3p42;Eif3s4	Eukaryotic translation initiation factor 3 subunit G
Q9Z1G3	Atp6v1c1;Atp6c;Atp6c1;Vatc	V-type proton ATPase subunit C 1
Q9Z1G4	Atp6v0a1;Atp6n1	V-type proton ATPase 116 kDa subunit a isoform 1
Q9Z1G4-1	Atp6v0a1 	V-type proton ATPase 116 kDa subunit a isoform 1
Q9Z1K7	Apc2	Adenomatous polyposis coli protein 2
Q9Z1L5	Cacna2d3	Voltage-dependent calcium channel subunit alpha-2/delta-3
Q9Z1P5	Cd320	CD320 antigen
Q9Z1P6	Ndufa7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7
Q9Z1Q5	Clic1	Chloride intracellular channel protein 1
Q9Z1Q9	Vars;Bat6;G7a;Vars2	Valine--tRNA ligase
Q9Z1S5	Sept3;Sep3	Neuronal-specific septin-3
Q9Z1T6	Pikfyve;Kiaa0981;Pip5k3	1-phosphatidylinositol 3-phosphate 5-kinase
Q9Z1X1	Esyt1;Fam62a;Mbc2	Extended synaptotagmin-1
Q9Z1X2-2	Ptdss2	Isoform 2 of Phosphatidylserine synthase 2
Q9Z1Z3	Epn2	Epsin-2
Q9Z204	Hnrnpc;Hnrpc	Heterogeneous nuclear ribonucleoproteins C1/C2
Q9Z210	Pex11b	Peroxisomal membrane protein 11B
Q9Z218	Dpp6;Dpp-6	Dipeptidyl aminopeptidase-like protein 6
Q9Z269	Vapb	Vesicle-associated membrane protein-associated protein B
Q9Z272	Git1	ARF GTPase-activating protein GIT1
Q9Z280-2	Pld1	Isoform PLD1B of Phospholipase D1
Q9Z2A7	Dgat1;Dgat	Diacylglycerol O-acyltransferase 1
Q9Z2I0	Letm1	LETM1 and EF-hand domain-containing protein 1, mitochondrial
Q9Z2I8-2	Suclg2	Isoform 2 of Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial
Q9Z2I9	Sucla2	Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial
Q9Z2L0	Vdac1	Voltage-dependent anion-selective channel protein 1
Q9Z2P8	Vamp5	Vesicle-associated membrane protein 5
Q9Z2Q6	Sept5;Pnutl1	Septin-5
Q9Z2S9	Flot2;Reg1	Flotillin-2
Q9Z2U0	Psma7	Proteasome subunit alpha type-7
Q9Z2U1	Psma5	Proteasome subunit alpha type-5
Q9Z2W9	Gria3;Glur3;Kiaa4184	Glutamate receptor 3
Q9Z2X1	Hnrnpf;Hnrpf	Heterogeneous nuclear ribonucleoprotein F
Q9Z2X1-1	Hnrnpf 	Heterogeneous nuclear ribonucleoprotein F
Q9Z2X1-2	Hnrnpf	Isoform 2 of Heterogeneous nuclear ribonucleoprotein F
Q9Z2Y3	Homer1;Vesl1	Homer protein homolog 1
Q9Z2Z6	Slc25a20;Cac;Cact	Mitochondrial carnitine/acylcarnitine carrier protein
Q9Z315	Sart1;Haf	U4/U6.U5 tri-snRNP-associated protein 1
